ESD Code,ESD Name,District-County Code,District name,School Code,School name,Lowest Grade,Highest Grade,Physical AddressLine1,Physical City,Physical State,Physical ZipCode,phone,School Type
17801,Puget Sound Educational Service District 121,17415,Kent School District,4485,Northwood Middle School,7,8,17007 SE 184th ST,Renton,Washington,98058-9512,(253) 373-7780,Public School
34801,Educational Service District 113,34307,Rainier School District,4486,Rainier Elementary School,K ,5,600 W 3rd,Rainier,Washington,98576-0098,360.446.4020,Public School
39801,Educational Service District 105,39090,East Valley School District (Yakima),4487,East Valley Elementary,K ,5,1951 Beaudry Road,Yakima,Washington,98901-8012,(509) 573-7620,Public School
11801,Educational Service District 123,36250,College Place School District,4488,Meadow Brook Intermediate School,4,6,1775 SOUTH COLLEGE AVENUE,COLLEGE PLACE,Washington,99324-1771,509.522.3265,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4489,Glenridge Elementary,K ,6,19405 120th Ave SE,Kent,Washington,98031-0571,(253) 373-7494,Public School
39801,Educational Service District 105,13073,Wahluke School District,4490,Saddle Mountain Elementary,K ,5,500 Riverview Drive,Mattawa,Washington,99349-0000,509.932.5693,Public School
32801,Educational Service District 101,32354,Mead School District,4491,Mt Spokane High School,9,12,6015 E MT. SPOKANE PARK DR,MEAD,Washington,99021-9468,509.465.7200,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4492,Kentlake High School,9,12,21401 SE 300th ST,Kent,Washington,98042-5939,253.373.4900,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4493,Endeavour Elementary School,K ,5,26205 SE ISSAQUAH-FALL CITY RD,ISSAQUAH,Washington,98029-9114,425.837.7350,Public School
18801,Olympic Educational Service District 114,5121,Port Angeles School District,4494,Dry Creek Elementary,K ,6,25 RIFE RD,PORT ANGELES,Washington,98363-8433,360.457.5050,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4495,Skyline High School,9,12,1122 228TH AVE SE,SAMMAMISH,Washington,98075-9509,425.837.7700,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,4496,Edward Zeiger Elem,PK,6,13008 94th Ave E,Puyallup,Washington,98373-5536,253.841.8663,Public School
39801,Educational Service District 105,39201,Sunnyside School District,4497,Pioneer Elementary School,1,5,2101 E. Lincoln,Sunnyside,Washington,98944-2197,(509) 836-2200,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),4498,Frontier Middle School,6,8,7600 NE 166th Avenue,Vancouver,Washington,98682-3100,360.604.3200,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),4499,Fishers Landing Elementary School,K ,5,3800 SE Hiddenbrook Drive,Vancouver,Washington,98683-8274,360.604.6650,Public School
34801,Educational Service District 113,34033,Tumwater School District,4500,A G West Black Hills High School,9,12,7741 Littlerock Road SW,Tumwater,Washington,98512-0000,360.709.7800,Public School
4801,North Central Educational Service District 171,24350,Methow Valley School District,4501,Methow Valley Elementary,PK,6,18 Twin Lakes Rd.,Winthrop,Washington,98862-9713,509.996.2186,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,4502,Mountain View Middle School,6,8,10920 199TH AVE CT E,Bonney Lake,Washington,98390-0000,253.891.5200,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,4502,Mountain View Middle School,6,8,10920 199TH AVE CT E,Bonney Lake,Washington,98390-0000,253.891.5200,Public School
6801,Educational Service District 112,6037,Vancouver School District,4503,Discovery Middle School,6,8,800 E 40TH ST,VANCOUVER,Washington,98663-1874,360.313.3300,Public School
6801,Educational Service District 112,6037,Vancouver School District,4504,Skyview High School,9,12,1300 NW 139TH ST,VANCOUVER,Washington,98685-1858,360.313.4200,Public School
17801,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,4505,Woodward Middle School,7,8,9100 NE Sportsman Club Rd,Bainbridge Island,Washington,98110-3640,206.780.4500,Public School
39801,Educational Service District 105,39208,West Valley School District (Yakima),4506,West Valley Middle School,5,6,1500 S 75th Ave,Yakima,Washington,98908-5726,509.972.5700,Public School
6801,Educational Service District 112,6117,Camas School District,4508,Skyridge Middle School,6,8,5220 NW Parker Street,Camas,Washington,98607-8576,360.833.5800,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,4509,Klahowya Secondary,7,12,7607 NW NEWBERRY HILL RD,SILVERDALE,Washington,98383-7313,(360) 662-4000,Public School
29801,Northwest Educational Service District 189,31025,Marysville School District,4510,Quil Ceda Elementary,PK,5,2415 74th St NE,Marysville,Washington,98271-9124,360.653.0890,Public School
29801,Northwest Educational Service District 189,29320,Mount Vernon School District,4511,Mount Baker Middle School,7,8,2310 E Section St,Mount Vernon,Washington,98274-6026,360.428.6127,Public School
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,4512,Port Susan Middle School,6,8,7506 267TH ST NW,STANWOOD,Washington,98292-0000,360.629.1360,Public School
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,4513,Cedarhome Elementary School,K ,5,27911 68TH AVE NW,STANWOOD,Washington,98292-0430,(360) 629-280 ,Public School
29801,Northwest Educational Service District 189,37501,Bellingham School District,4515,Squalicum High School,9,12,3773 E McLeod Rd,Bellingham,Washington,98226-7728,360.676.6471,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4516,Timbercrest Junior High,7,9,19115 215 WY NE,Woodinville,Washington,98077-7191,425.408.6900,Public School
29801,Northwest Educational Service District 189,37504,Lynden School District,4517,Vossbeck Elementary School,K ,5,1301 BRIDGEVIEW DR,LYNDEN,Washington,98264-0000,360.354.0488,Public School
39801,Educational Service District 105,39207,Wapato School District,4518,Adams Elementary,K ,5,1309 S Camas Ave,Wapato,Washington,98951-9790,509.877.4180,Public School
18801,Olympic Educational Service District 114,5323,Sequim School District,4519,Sequim Middle School,6,8,301 W. Hendrickson Rd.,Sequim,Washington,98382-0000,360.582.3500,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4520,Kent Elementary School,K ,6,24700 64th Avenue South,Kent,Washington,98032-6169,(253) 373-7497,Public School
32801,Educational Service District 101,32325,Nine Mile Falls School District,4521,Lakeside Middle School,6,8,6169 Highway 291,Nine Mile Falls,Washington,99026-0000,509.340.4103,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),4523,Heritage High School,9,12,7825 NE 130th Avenue,Vancouver,Washington,98682-3316,360.604.3400,Public School
6801,Educational Service District 112,6037,Vancouver School District,4524,Vancouver Alternative Programs,6,12,2901 FALK RD,VANCOUVER,WASHINGTON,98661-6392,360.313.1330,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,4525,Nooksack Elementary,PK,5,3333 Breckenridge Rd.,Everson,Washington,98247-0000,360.966.3321,Public School
11801,Educational Service District 123,11001,Pasco School District,4526,Whittier Elementary,K ,5,616 N WEHE AVENUE,PASCO,Washington,99301-0000,509.543.6750,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,4527,Pinecrest Elementary,PK,6,5530 PINE RD NE,BREMERTON,Washington,98311-3132,360.662.9200,Public School
29801,Northwest Educational Service District 189,31103,Monroe School District,4528,Monroe High School,9,12,17001 Tester Rd.,Monroe,Washington,98272-2896,360.804.4500,Public School
32801,Educational Service District 101,32356,Central Valley School District,4529,Liberty Lake Elementary,1,5,23606 E. Boone Ave.,Liberty Lake,Washington,99019-7503,509.228.4302,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,4530,Penny Creek Elementary,PK,5,4117 132nd St. SE,Everett,Washington,98208-6190,425.385.7200,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4532,Blackwell Elementary,K ,6,3225 - 205th PL NE,Sammamish,Washington,98074-4374,425.936.2520,Public School
29801,Northwest Educational Service District 189,37507,Mount Baker School District,4533,Kendall Elementary,K ,6,7547 KENDALL RD,MAPLE FALLS,Washington,98266-0000,360.383.2055,Public School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,4534,Highland Elementary,PK,5,3220 113th Ave NE,Lake Stevens,Washington,98258,425.335.1585,Public School
39801,Educational Service District 105,39204,Granger School District,4535,Roosevelt Elementary,K ,4,405 Bailey Avenue,Granger,Washington,98932-0400,509.854.1420 ext.1620,Public School
39801,Educational Service District 105,39204,Granger School District,4535,Roosevelt Elementary,K ,4,405 Bailey Avenue,Granger,Washington,98932-0400,509.854.1420 ext.1615,Public School
4801,North Central Educational Service District 171,13144,Quincy School District,4536,Monument Elementary,4,6,1400 13th Avenue SW,QUINCY,Washington,98848-0000,509.787.9826,Public School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,4537,Crescent Heights,K ,5,4110 Nassau Ave Ne,Tacoma,Washington,98422-0000,253.571.5500,Public School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,4538,North Star Elementary,K ,6,7719 224th Street East,Graham,Washington,98338-9216,(253) 683-8800,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,4540,Emerald Ridge High School,10,12,12405 184th St E,Puyallup,Washington,98374-9135,253.435.6300,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,4541,Daffodil Valley Elementary,K ,5,1509 Valley Avenue,Sumner,Washington,98390-0000,253.891.4600,Public School
17801,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,4542,Sakai Intermediate,5,6,9343 NE Sportsman Club Rd,Bainbridge Island,Washington,98110-3642,206.780.6501,Public School
11801,Educational Service District 123,3400,Richland School District,4543,Wiley Elementary,K ,5,2820 S Highlands Blvd,West Richland,Washington,99353-0000,509.967.6375,Public School
29801,Northwest Educational Service District 189,31103,Monroe School District,4544,Hidden River Middle School,6,8,9224 Paradise Lake Rd.,Snohomish,Washington,98296-7145,360.804.4100,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4545,Emerald Park Elementary School,K ,6,11800 SE 216th St,Kent,Washington,98031-3900,(253) 373-3850,Public School
39801,Educational Service District 105,39119,Selah School District,4546,Selah Intermediate,5,7,1401 West Fremont Avenue,Selah,Washington,98942-0000,(509)698-0400,Public School
17801,Puget Sound Educational Service District 121,27344,Orting School District,4547,Ptarmigan Ridge Intermediate Sch,3,5,805 Old Pioneer Way NW,Orting,Washington,98360-9466,360.893.0595,Public School
17801,Puget Sound Educational Service District 121,27343,Dieringer School District,4548,Dieringer Heights Elementary,4,5,21727 34th Street E.,Lake Tapps,Washington,98390-5804,253.826.4937,Public School
6801,Educational Service District 112,6112,Washougal School District,4549,Canyon Creek Middle School,6,8,9731 WASHOUGAL RIVER ROAD,WASHOUGAL,Washington,986710000,360.954.3501,Public School
17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,4550,Thunder Mountain Middle School,6,8,42018 264th Avenue SE,Enumclaw,Washington,98022-0000,360.802.7501,Public School
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,4551,Utsalady Elementary,K ,5,608 ARROWHEAD RD,CAMANO ISLAND,Washington,98282-0000,360.629.1260,Public School
18801,Olympic Educational Service District 114,16049,Chimacum School District,4552,Chimacum Creek Primary School,K ,2,313 Ness Corner Rd,Port Hadlock,Washington,98339-9435,360.344.3270,Public School
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,4553,Elger Bay Elementary,K ,5,1810 ELGER BAY RD,CAMANO ISLAND,Washington,98282-0000,360.629.1290,Public School
29801,Northwest Educational Service District 189,37502,Ferndale School District,4554,Horizon Middle School,7,8,2671 Thornton Road,Ferndale,Washington,98248-0000,(360) 383-9850,Public School
11801,Educational Service District 123,11001,Pasco School District,4555,Rowena Chess Elementary,1,5,715 N 24TH AVE,PASCO,Washington,99301-0000,509.543.6789,Public School
17801,Puget Sound Educational Service District 121,17409,Tahoma School District,4556,Tahoma Jr High,8,9,25600 SE Summit Landsburg Road,Ravensdale,Washington,98051-9732,425.413.5601,Public School
17801,Puget Sound Educational Service District 121,27417,Fife School District,4557,Hedden Elementary School,2,5,11313 8th St E,Edgewood,Washington,98372-1148,253.517.1500,Public School
29801,Northwest Educational Service District 189,28137,Orcas Island School District,4558,Orcas Island Middle School,7,8,715 SCHOOL RD,EASTSOUND,Washington,98245-0000,360.376.2286,Public School
39801,Educational Service District 105,39203,Highland School District,4559,Highland High School,10,12,17000 Summitview,Cowiche,Washington,98923-9719,509.678.7268,Public School
